epoch,step,min,max,mean,std
1,5000,-0.00013903081708122045,0.00014365902461577207,6.422472779377131e-06,5.323570076143369e-05
2,10000,-0.00011280619946774095,0.00011260135215707123,3.912063220923301e-06,3.292313340352848e-05
3,15000,-0.00011269201786490157,9.743928967509419e-05,-2.282081368321087e-06,2.8002432372886688e-05
4,20000,-0.00017732234846334904,0.00021406874293461442,-4.295288363209693e-06,4.5386354031506926e-05
5,25000,-0.00021513235697057098,0.0001834160793805495,8.19443266664166e-06,5.91417592659127e-05
6,30000,-6.386348832165822e-05,0.0001308978535234928,-8.317618949149619e-08,2.9121129045961425e-05
7,35000,-0.00014635534898843616,9.975200373446569e-05,1.2560641380332527e-06,4.243901639711112e-05
8,40000,-7.490882853744552e-05,0.00015628930123057216,4.236023414705414e-06,3.7613255699397996e-05
9,45000,-8.104766311589628e-05,6.86720886733383e-05,3.457498678471893e-06,2.4896640752558596e-05
10,50000,-0.0001261238649021834,0.0001034426677506417,-2.1543914954236243e-06,3.724939961102791e-05
