epoch,step,min,max,mean,std
1,2000,-0.0002196609420934692,0.0002682672638911754,1.367391632811632e-06,7.914136222098023e-05
2,4000,-0.00010313584061805159,0.00021190611005295068,-3.5442269563645823e-07,3.7433153920574114e-05
3,6000,-9.56786607275717e-05,0.00013476511230692267,3.6467408790485933e-06,3.764598295674659e-05
4,8000,-0.00017386997933499515,0.00012714207696262747,9.66261836765625e-07,4.613775308826007e-05
5,10000,-0.00019448483362793922,0.00019044737564399838,8.648291441204492e-06,7.63592470320873e-05
6,12000,-0.0002175345434807241,0.0001661760761635378,-8.72566488396842e-06,6.850570207461715e-05
7,14000,-0.0002221542818006128,0.00022386737691704184,-6.085473160055699e-06,8.728894317755476e-05
8,16000,-0.00018798706878442317,0.0002287604584125802,-8.140003046719357e-06,7.144821574911475e-05
9,18000,-0.0002902061096392572,0.0003146515809930861,-2.4668765945534687e-06,8.370765135623515e-05
10,20000,-0.0003454228863120079,0.0002944983425550163,-1.2075899576302618e-05,9.864573803497478e-05
