epoch,step,min,max,mean,std
1,2000,-0.00017061886319424957,0.0001886378158815205,4.790718776348513e-06,6.895229307701811e-05
2,4000,-6.83633770677261e-05,0.0001035679379128851,-2.4465903152304236e-06,3.1284798751585186e-05
3,6000,-6.257912900764495e-05,0.0001090949954232201,1.5894217995082727e-06,3.3111991797341034e-05
4,8000,-0.00013731511717196554,0.000122684461530298,-2.7458954718895257e-06,5.0762675527948886e-05
5,10000,-0.00030580966267734766,0.00025794838438741863,-2.7471501198306214e-06,9.178491018246859e-05
6,12000,-0.00031178732751868665,0.00021902742446400225,-2.3420798243023455e-06,9.057840361492708e-05
7,14000,-0.0003961375914514065,0.0003876534756273031,1.983164474950172e-05,0.00014762490172870457
8,16000,-0.00022054633882362396,0.00027379958191886544,3.0019109544809908e-06,8.63668683450669e-05
9,18000,-0.00018294539768248796,0.00015624213847331703,-2.458136805216782e-07,6.785066216252744e-05
10,20000,-0.0003563393256627023,0.000290254014544189,-8.857376997184474e-06,0.00012748244625981897
