epoch,step,min,max,mean,std
1,2000,-0.00020522504928521812,0.00025455979630351067,4.434766196936835e-06,8.852979954099283e-05
2,4000,-8.974959200713784e-05,8.497355156578124e-05,2.0423094611032866e-06,3.548594395397231e-05
3,6000,-0.0001247965410584584,0.0001601638796273619,6.619767191295978e-06,4.2027571907965466e-05
4,8000,-8.79933504620567e-05,9.484282782068476e-05,1.4459369594987947e-06,3.797659155679867e-05
5,10000,-0.0002134003589162603,0.0001985663257073611,-5.351132131181657e-06,7.970987644512206e-05
6,12000,-0.00020145709277130663,0.0001556502393214032,9.396353561896831e-08,6.517756264656782e-05
7,14000,-0.0002427819126751274,0.00027792429318651557,-2.1897744773013983e-06,0.00010761428711703047
8,16000,-0.00023718616284895688,0.00024336323258467019,1.3128149021213176e-06,9.24071209738031e-05
9,18000,-0.0003446423797868192,0.0003104132192675024,-1.3994814253237564e-05,0.0001235788076883182
10,20000,-0.0002601734013296664,0.00033075257670134306,-4.609107236319687e-06,9.499185398453847e-05
